               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.028401,             0.01456,           0.0018457,             0.88489,             0.85438,             0.88138,             0.51348,            0.030515,           0.0083606,           0.0018923,            0.006931,            0.006931,            0.006931
                  95,            0.028222,            0.014298,           0.0018929,             0.88822,             0.87699,             0.89179,             0.52164,            0.030398,           0.0082125,           0.0018846,            0.006898,            0.006898,            0.006898
                  96,            0.028211,             0.01461,           0.0020586,             0.87711,              0.8816,             0.87543,             0.50305,            0.030452,           0.0084298,           0.0016903,            0.006865,            0.006865,            0.006865
                  97,            0.028165,            0.014004,            0.001896,             0.88102,             0.87015,             0.88592,             0.52687,            0.029854,           0.0082229,           0.0018602,            0.006832,            0.006832,            0.006832
                  98,            0.028107,            0.014538,           0.0018836,             0.89227,             0.86288,             0.89282,             0.51533,            0.030266,            0.008248,            0.001779,            0.006799,            0.006799,            0.006799
                  99,            0.027634,            0.014169,           0.0017643,             0.87767,             0.87351,             0.88679,             0.52438,            0.030347,           0.0081633,           0.0019328,            0.006766,            0.006766,            0.006766
                 100,            0.028206,            0.014179,           0.0015913,             0.86853,             0.87223,             0.88064,             0.52309,            0.030828,           0.0081461,           0.0021173,            0.006733,            0.006733,            0.006733
                 101,            0.027975,            0.014651,           0.0018283,             0.86104,             0.86101,             0.87612,             0.48483,            0.030589,           0.0081356,           0.0018276,              0.0067,              0.0067,              0.0067
                 102,            0.027116,             0.01415,           0.0017595,             0.88166,             0.86308,             0.88805,             0.51472,            0.030178,           0.0082081,           0.0015404,            0.006667,            0.006667,            0.006667
                 103,            0.027616,             0.01416,           0.0020273,              0.8721,             0.86875,             0.88102,             0.51531,            0.030276,           0.0083141,           0.0017744,            0.006634,            0.006634,            0.006634
                 104,            0.027663,            0.014106,           0.0017798,             0.87977,             0.86695,             0.88177,             0.51034,            0.030648,           0.0082201,           0.0016638,            0.006601,            0.006601,            0.006601
                 105,            0.027832,            0.014457,           0.0017507,             0.87487,              0.8771,             0.88285,             0.51589,            0.029657,           0.0081676,           0.0015733,            0.006568,            0.006568,            0.006568
                 106,            0.027446,            0.013932,           0.0018211,             0.87722,              0.8564,             0.87516,             0.52556,             0.03005,           0.0082172,            0.001706,            0.006535,            0.006535,            0.006535
                 107,            0.027478,             0.01401,           0.0016553,             0.87254,              0.8812,             0.87356,               0.521,             0.03009,           0.0081736,           0.0018714,            0.006502,            0.006502,            0.006502
                 108,            0.027546,             0.01437,            0.001476,             0.88115,             0.87033,             0.88138,             0.51882,            0.029742,           0.0082325,           0.0016085,            0.006469,            0.006469,            0.006469
                 109,            0.027315,            0.013676,           0.0019247,             0.86888,             0.88274,             0.89372,             0.52034,              0.0301,            0.008183,            0.001877,            0.006436,            0.006436,            0.006436
                 110,            0.027388,            0.014158,           0.0017752,             0.87283,             0.85645,             0.87639,             0.51435,            0.030298,             0.00827,           0.0020058,            0.006403,            0.006403,            0.006403
                 111,            0.027382,            0.014098,           0.0020159,             0.88751,             0.87407,             0.87663,             0.51448,            0.030224,           0.0081294,           0.0017393,             0.00637,             0.00637,             0.00637
                 112,              0.0271,            0.013915,           0.0016267,             0.88115,             0.85932,             0.87256,             0.50785,            0.030125,           0.0081826,            0.001728,            0.006337,            0.006337,            0.006337
                 113,            0.027643,            0.014016,           0.0015637,             0.86024,             0.87105,             0.88986,             0.52149,            0.029875,           0.0081618,           0.0020415,            0.006304,            0.006304,            0.006304
                 114,            0.026948,            0.013721,           0.0016122,             0.87091,              0.8638,             0.86446,             0.50814,            0.030158,           0.0080995,           0.0022152,            0.006271,            0.006271,            0.006271
                 115,             0.02755,            0.013939,           0.0016265,             0.89732,              0.8615,             0.88031,              0.5259,            0.029783,           0.0081543,           0.0017647,            0.006238,            0.006238,            0.006238
                 116,            0.026989,             0.01354,           0.0015663,             0.86608,             0.87126,             0.87618,             0.51316,              0.0299,           0.0080753,           0.0021481,            0.006205,            0.006205,            0.006205
                 117,            0.026999,            0.013831,           0.0018328,             0.89505,             0.86414,             0.88235,              0.5146,             0.03001,           0.0081361,           0.0018609,            0.006172,            0.006172,            0.006172
                 118,            0.026881,            0.013935,           0.0017952,             0.88246,             0.88389,             0.88533,             0.50437,            0.030056,           0.0081764,           0.0017353,            0.006139,            0.006139,            0.006139
                 119,            0.026742,            0.013584,           0.0016299,             0.87996,             0.85969,             0.87833,             0.51381,            0.030241,           0.0081656,           0.0020307,            0.006106,            0.006106,            0.006106
                 120,            0.026694,            0.013445,           0.0016868,              0.8952,             0.84582,             0.88359,             0.51652,            0.030269,           0.0082791,            0.001923,            0.006073,            0.006073,            0.006073
                 121,            0.026719,            0.013505,           0.0015521,             0.87981,             0.87016,              0.8842,             0.51593,            0.030306,           0.0083077,           0.0018863,             0.00604,             0.00604,             0.00604
                 122,            0.026413,            0.013997,           0.0012762,              0.8956,             0.85991,             0.88252,             0.52572,            0.029719,           0.0082988,           0.0017728,            0.006007,            0.006007,            0.006007
                 123,            0.026214,            0.013964,           0.0015164,             0.88576,             0.85495,             0.87799,             0.52797,            0.029849,           0.0082046,           0.0019468,            0.005974,            0.005974,            0.005974
