               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.028668,             0.01513,           0.0019804,             0.89096,             0.86023,             0.88386,             0.51605,            0.030682,           0.0083071,           0.0012683,            0.004159,            0.004159,            0.004159
                 120,            0.029101,            0.015456,           0.0021134,             0.86423,             0.86944,             0.88155,             0.51116,            0.030764,           0.0084162,           0.0012702,           0.0041095,           0.0041095,           0.0041095
                 121,            0.028527,            0.014902,           0.0018842,             0.88171,             0.86698,             0.88226,             0.52049,            0.030135,           0.0082893,             0.00134,             0.00406,             0.00406,             0.00406
                 122,            0.028423,            0.014685,           0.0017808,              0.8728,             0.86131,             0.88058,             0.50876,            0.030657,           0.0084492,           0.0013891,           0.0040105,           0.0040105,           0.0040105
                 123,            0.028572,            0.014827,           0.0016713,             0.88369,             0.87512,             0.88898,             0.51099,            0.030748,           0.0083488,           0.0012997,            0.003961,            0.003961,            0.003961
                 124,            0.028621,            0.015533,           0.0015368,             0.89305,             0.85681,             0.88658,             0.51511,            0.030471,           0.0084214,            0.001282,           0.0039115,           0.0039115,           0.0039115
                 125,            0.028258,            0.015399,           0.0015354,             0.89598,             0.83204,             0.87095,             0.51997,            0.030191,           0.0083413,           0.0013923,            0.003862,            0.003862,            0.003862
                 126,            0.028339,            0.015018,            0.001818,             0.87831,             0.85147,             0.87992,             0.52308,            0.030042,           0.0083584,           0.0014227,           0.0038125,           0.0038125,           0.0038125
                 127,            0.028351,            0.014622,           0.0016589,             0.85827,             0.84709,             0.86496,             0.50002,            0.030545,           0.0083935,           0.0014814,            0.003763,            0.003763,            0.003763
                 128,            0.028572,            0.014761,           0.0016218,              0.8799,             0.85974,             0.88906,             0.51889,             0.03021,           0.0082963,           0.0012108,           0.0037135,           0.0037135,           0.0037135
                 129,            0.027861,            0.014759,           0.0015381,             0.86202,             0.86198,             0.87875,             0.52208,            0.030493,           0.0084856,           0.0014396,            0.003664,            0.003664,            0.003664
                 130,            0.028143,            0.014569,            0.001461,             0.89054,             0.84898,             0.88374,              0.5188,             0.03049,           0.0083522,            0.001255,           0.0036145,           0.0036145,           0.0036145
                 131,            0.027944,            0.014805,           0.0016157,             0.87509,             0.86052,             0.88294,             0.52332,            0.030127,            0.008377,           0.0013008,            0.003565,            0.003565,            0.003565
                 132,            0.027174,            0.014626,           0.0017451,             0.87728,             0.85978,             0.87957,             0.52334,            0.030227,           0.0083842,           0.0012547,           0.0035155,           0.0035155,           0.0035155
                 133,            0.028229,            0.015028,           0.0015359,              0.8774,             0.86604,             0.88541,             0.51463,            0.030081,           0.0082671,           0.0012918,            0.003466,            0.003466,            0.003466
                 134,            0.028063,            0.015133,           0.0018817,             0.88735,             0.86298,             0.88501,             0.51889,            0.030056,           0.0083504,           0.0012079,           0.0034165,           0.0034165,           0.0034165
                 135,            0.027741,            0.014678,           0.0015413,             0.88521,             0.85337,             0.87955,             0.51602,            0.029932,           0.0083329,           0.0013226,            0.003367,            0.003367,            0.003367
                 136,            0.027847,            0.014149,           0.0014855,             0.86325,             0.87867,             0.88592,             0.52475,            0.030131,           0.0082351,           0.0012819,           0.0033175,           0.0033175,           0.0033175
                 137,            0.027377,            0.014748,            0.001942,             0.85665,             0.86741,             0.86953,             0.52602,            0.029939,           0.0082227,           0.0013788,            0.003268,            0.003268,            0.003268
                 138,            0.027201,            0.014481,           0.0016174,             0.89984,             0.84904,             0.88999,             0.52845,            0.029727,           0.0082522,           0.0013447,           0.0032185,           0.0032185,           0.0032185
